territory_id,state,year,x3_farming,x4_non_vegetated_area,x1_forest,x2_non_forest_natural_formation,x5_water,non_observed
1100015,RO,2000,144484.628106155,319.610500244141,461287.340588699,96234.9331938073,3618.78664727173,0.435826281738281
1100015,RO,2001,151276.751533952,330.200130804444,459098.591128407,91399.4189248702,3840.59881705929,0.174327355957031
1100015,RO,2002,161881.080678068,338.951806463623,449133.072699022,91149.8648467671,3442.24184202271,0.522990100097656
1100015,RO,2003,175577.60759436,340.00201126709,430578.529843637,95604.522809249,3844.81110483396,0.261499108886719
1100015,RO,2004,180240.198321851,345.77810682373,428383.843539998,92978.841507983,3996.98622181395,0.0871640014648438
1100015,RO,2005,186572.938202587,347.528426245117,421556.644312314,93148.9939765515,4319.4556174011,0.174327355957031
1100015,RO,2006,190849.83498248,350.591525531005,415150.961385673,95198.0924239697,4396.16738080444,0.0871640014648438
1100015,RO,2007,192438.557146665,355.405006280517,416309.180563466,92109.2234543974,4733.36869165651,0.0
1100015,RO,2008,194005.172046922,361.093667272949,415751.157172538,91714.5792763377,4113.73269938963,0.0
1100015,RO,2009,193917.655487713,364.419307775879,416382.297522608,90664.638645924,4616.63673445436,0.0871640014648438
1100015,RO,2010,195385.532898171,368.620137042237,415296.838073292,90410.3535194763,4484.39023447878,0.0
1100015,RO,2011,198603.151424106,370.020411413575,410000.879677248,92843.9041977781,4127.77915191651,0.0
1100015,RO,2012,201191.113389995,371.420671124268,405430.184459446,94279.4042686611,4673.61207324218,0.0
1100015,RO,2013,198343.238492947,392.249860760499,412275.288123292,90082.551825424,4852.40656005857,0.0
1100015,RO,2014,196994.460550507,408.178174108888,412875.804484999,91046.7956626669,4620.49599017332,0.0
1100015,RO,2015,198331.706985753,422.531080432129,410614.613145723,91185.5637080491,5391.3199425171,0.0
1100015,RO,2016,202565.465012578,425.331634350587,405918.75296296,91976.050009778,5060.13524281008,0.0
1100015,RO,2017,204959.280344942,429.094803125001,406027.57884021,89460.242673806,5069.53820039671,0.0
1100015,RO,2018,209358.24777543,429.094801434327,401471.725609045,89640.0405031451,5046.62617341916,0.0
1100015,RO,2019,211474.920723229,435.921112738041,394696.376185447,94364.4736229948,4974.04321806639,0.0
1100023,RO,2000,207809.122900317,2434.99484055164,227723.105279623,3208.10145383905,1429.54894841919,
1100023,RO,2001,216549.626599659,2503.71611605212,219013.622449891,3142.97533735345,1394.93291983643,
1100023,RO,2002,229547.414366318,2616.58030175765,206061.185726246,3204.30601633903,1175.38701209106,
1100023,RO,2003,245177.132964108,2617.72601050399,190120.987681726,3140.13844470813,1548.88832171021,
1100023,RO,2004,251476.138119861,2753.8447240172,183524.428577352,3320.53788945916,1529.92411207276,
1100023,RO,2005,259628.554622614,2914.72667880236,174992.143598742,3580.93910714702,1488.509415448,
1100023,RO,2006,263040.33519864,2996.3113498473,171224.466561447,3735.98992621444,1607.7703866272,
1100023,RO,2007,263840.262900531,3099.57069188221,170477.383963511,3751.48902148417,1436.16684536133,
1100023,RO,2008,263819.206256533,3155.87364460439,170373.353682351,3642.86369626447,1613.57614300538,
1100023,RO,2009,263163.654107903,3208.563447235,170994.983882887,3536.18087327864,1701.4911114502,
1100023,RO,2010,261905.609386995,3250.50115303946,172070.3529226,3385.17527982772,1993.23468028565,
1100023,RO,2011,262395.174890996,3275.69846889641,171581.276418764,3647.45105587751,1705.27258820191,
1100023,RO,2012,263655.414508939,3319.13124704582,170097.46316629,3684.96923695055,1847.89526351319,
1100023,RO,2013,265034.252497164,3366.6164766784,168341.728444671,3526.09753782333,2336.17846640625,
1100023,RO,2014,266654.411761961,3397.01195385735,166553.210572349,3465.56637866191,2534.67275591431,
1100023,RO,2015,271868.571120808,3480.00573059689,159061.211827528,3476.0019609496,4719.08278287961,
1100023,RO,2016,275253.449674287,3496.74552906495,154817.791488146,3590.35126644885,5446.53546481929,
1100023,RO,2017,276835.593342391,3544.23361488649,153000.42131987,3444.47083315417,5780.15431247558,
1100023,RO,2018,280362.849604603,3548.11043840335,148819.58562742,3513.8210279662,6360.5067243774,
1100023,RO,2019,283817.554772765,3612.33639885262,145751.865576632,3500.513308203,5922.60336630251,
1100031,RO,2000,71213.0899217328,168.424080718996,57785.9323587724,1566.09493350219,516.471311682129,0.0
1100031,RO,2001,74510.341558125,168.511077111818,54469.4780204921,1613.13796296386,488.543987719726,0.0
1100031,RO,2002,78456.7897632567,168.859049835207,50571.7842658519,1595.11762891235,457.46189854126,0.0
1100031,RO,2003,82935.8958967432,168.7720564209,45963.4189776072,1594.50265097045,587.423024664307,0.0
1100031,RO,2004,84725.8395968429,173.295643890382,44145.7041772353,1692.01918558349,513.154002850342,0.0
1100031,RO,2005,85934.7383878775,173.034925347902,42948.2931940638,1751.59717175903,442.348927355957,0.0
1100031,RO,2006,86243.5992207885,173.382900653078,42482.157142988,1717.5925876831,632.846138311767,0.434615985107422
1100031,RO,2007,87281.1295584893,173.295907995607,41552.0821712951,1693.40784116821,549.923259710694,0.173867749023437
1100031,RO,2008,86732.2063324621,177.123541650392,42072.3393530161,1641.77254021606,626.396994091796,0.173844958496094
1100031,RO,2009,86374.9173716819,179.124379614259,42391.3661527111,1756.21251850585,548.392183892823,0.0
