sigla,nome_munic,geocodig_m,imoveis_car,area_car
RS,Toropi,4321493,977,17457.3839
RS,Torres,4321501,447,5596.8323
RS,Tramandaí,4321600,60,6143.6752
RS,Travesseiro,4321626,629,6758.8179
RS,Três Arroios,4321634,875,13757.2222
RS,Três Cachoeiras,4321667,1001,11133.2036
RS,Três Coroas,4321709,739,9717.4345
RS,Três de Maio,4321808,2707,36853.6085
RS,Três Forquilhas,4321832,714,12361.756
RS,Três Palmeiras,4321857,665,12047.932
RS,Três Passos,4321907,2047,20607.6879
RS,Trindade do Sul,4321956,739,18071.8672
RS,Triunfo,4322004,1964,49496.2929
RS,Tucunduva,4322103,1015,16243.8671
RS,Tunas,4322152,1080,18635.551
RS,Tupanci do Sul,4322186,480,10661.7844
RS,Tupanciretã,4322202,1186,206954.3246
RS,Tupandi,4322251,426,3945.4113
RS,Tuparendi,4322301,2209,27906.8746
RS,Turuçu,4322327,573,20276.6708
RS,Ubiretama,4322343,938,11349.1515
RS,União da Serra,4322350,562,11102.415
RS,Unistalda,4322376,549,42929.0471
RS,Uruguaiana,4322400,1093,492034.7483
RS,Vacaria,4322509,1476,144844.7873
RS,Vale do Sol,4322533,1988,29012.7772
RS,Vale Real,4322541,356,2649.5232
RS,Vale Verde,4322525,755,27124.5968
RS,Vanini,4322558,408,5281.5817
RS,Venâncio Aires,4322608,7167,63835.1991
RS,Vera Cruz,4322707,2148,27267.1733
RS,Veranópolis,4322806,1520,22010.7836
RS,Vespasiano Correa,4322855,726,9948.4442
RS,Viadutos,4322905,1243,22523.8071
RS,Viamão,4323002,1547,88651.9269
RS,Vicente Dutra,4323101,880,14424.0651
RS,Victor Graeff,4323200,1012,22245.0394
RS,Vila Flores,4323309,684,9265.1635
RS,Vila Lângaro,4323358,920,14071.1638
RS,Vila Maria,4323408,915,16295.5498
RS,Vila Nova do Sul,4323457,533,37770.1671
RS,Vista Alegre,4323507,496,6562.0793
RS,Vista Alegre do Prata,4323606,428,8547.8381
RS,Vista Gaúcha,4323705,614,7857.6042
RS,Vitória das Missões,4323754,1193,19925.9197
RS,Westfalia,4323770,470,5052.2544
RS,Xangri-Lá,4323804,17,1526.6063
SC,Abdon Batista,4200051,882,16725.8208
SC,Abelardo Luz,4200101,1100,82906.7753
SC,Agrolândia,4200200,970,15094.4613
SC,Agronômica,4200309,1177,12816.6086
SC,Água Doce,4200408,1129,112467.5949
SC,Águas de Chapecó,4200507,1012,11487.3182
SC,Águas Frias,4200556,603,6184.5164
SC,Águas Mornas,4200606,1556,45047.3935
SC,Alfredo Wagner,4200705,2125,56645.4108
SC,Alto Bela Vista,4200754,582,7170.0663
SC,Anchieta,4200804,1614,22004.3305
SC,Angelina,4200903,1392,34626.206
SC,Anita Garibaldi,4201000,1510,53111.8692
SC,Anitápolis,4201109,1101,33227.399
SC,Antônio Carlos,4201208,1150,17873.0878
SC,Apiúna,4201257,994,36670.4891
SC,Arabutã,4201273,1268,12867.1788
SC,Araquari,4201307,615,24691.1693
SC,Araranguá,4201406,2296,20295.6801
SC,Armazém,4201505,1098,13062.2822
SC,Arroio Trinta,4201604,511,8741.4209
SC,Arvoredo,4201653,577,8142.001
SC,Ascurra,4201703,356,9442.2091
SC,Atalanta,4201802,850,9609.6962
SC,Aurora,4201901,1292,18195.0198
SC,Balneário Arroio do Silva,4201950,85,5257.2431
SC,Balneário Barra do Sul,4202057,46,4966.2583
SC,Balneário Camboriú,4202008,2,42.2765
SC,Balneário Gaivota,4202073,377,9449.2705
SC,Balneário Piçarras,4212809,279,6348.2672
SC,Bandeirante,4202081,965,13417.8308
SC,Barra Bonita,4202099,648,8286.1802
SC,Barra Velha,4202107,404,10688.7759
SC,Bela Vista do Toldo,4202131,1624,38676.8423
SC,Belmonte,4202156,743,8911.8365
SC,Benedito Novo,4202206,1361,28175.7395
SC,Biguaçu,4202305,832,12058.2983
SC,Blumenau,4202404,1534,16420.9184
SC,Bocaina do Sul,4202438,745,38354.8713
SC,Bombinhas,4202453,3,154.1505
SC,Bom Jardim da Serra,4202503,770,53608.3403
SC,Bom Jesus,4202537,269,5750.6852
SC,Bom Jesus do Oeste,4202578,738,6148.5698
SC,Bom Retiro,4202602,1192,100027.3732
SC,Botuverá,4202701,560,17826.2725
SC,Braço do Norte,4202800,1567,17164.6279
SC,Braço do Trombudo,4202859,601,8303.1053
SC,Brunópolis,4202875,878,31060.2878
SC,Brusque,4202909,298,6179.569
SC,Caçador,4203006,1594,75299.6626
SC,Caibi,4203105,1227,15625.4419
SC,Calmon,4203154,250,55953.1627
SC,Camboriú,4203204,627,9936.6878
SC,Campo Alegre,4203303,1928,40539.4379
SC,Campo Belo do Sul,4203402,1344,70368.3353
SC,Campo Erê,4203501,1232,41587.8014
SC,Campos Novos,4203600,3335,157889.0419
SC,Canelinha,4203709,351,6501.434
SC,Canoinhas,4203808,4053,85053.308
SC,Capão Alto,4203253,983,107104.3397
SC,Capinzal,4203907,911,20937.2033
SC,Capivari de Baixo,4203956,111,2694.418
SC,Catanduvas,4204004,360,13607.3934
SC,Caxambu do Sul,4204103,946,12671.6595
SC,Celso Ramos,4204152,858,15748.6707
SC,Cerro Negro,4204178,726,23487.7924
SC,Chapadão do Lageado,4204194,803,10080.8626
SC,Chapecó,4204202,2637,42295.5166
SC,Cocal do Sul,4204251,698,4927.7524
SC,Concórdia,4204301,4979,65245.6773
SC,Cordilheira Alta,4204350,609,7354.0579
SC,Coronel Freitas,4204400,1603,20569.9966
SC,Coronel Martins,4204459,601,9392.5798
SC,Correia Pinto,4204558,1128,52175.4212
SC,Corupá,4204509,1202,26535.8342
SC,Criciúma,4204608,1342,9553.3784
SC,Cunha Porã,4204707,1877,20156.5123
SC,Cunhataí,4204756,510,4931.2944
SC,Curitibanos,4204806,1536,78361.8598
SC,Descanso,4204905,2134,26085.8834
SC,Dionísio Cerqueira,4205001,1985,32849.9531
SC,Dona Emma,4205100,731,14728.2361
SC,Doutor Pedrinho,4205159,622,27348.5972
SC,Entre Rios,4205175,397,3712.0263
SC,Ermo,4205191,566,5506.1239
SC,Erval Velho,4205209,1009,15999.496
SC,Faxinal dos Guedes,4205308,1029,29881.4839
SC,Flor do Sertão,4205357,516,5216.8049
SC,Florianópolis,4205407,55,4540.9717
SC,Formosa do Sul,4205431,619,9404.4276
SC,Forquilhinha,4205456,1739,14509.7294
SC,Fraiburgo,4205506,1038,45264.7154
SC,Frei Rogério,4205555,606,12880.6622
SC,Galvão,4205605,539,11094.6801
SC,Garopaba,4205704,94,1065.372
SC,Garuva,4205803,803,50124.037
SC,Gaspar,4205902,1813,22765.3878
SC,Governador Celso Ramos,4206009,41,1467.7559
SC,Grão Pará,4206108,1460,26890.9953
SC,Gravatal,4206207,1206,9984.0462
SC,Guabiruba,4206306,120,2433.4174
SC,Guaraciaba,4206405,2433,31728.9977
SC,Guaramirim,4206504,1565,23637.5502
SC,Guarujá do Sul,4206603,763,9266.639
SC,Guatambú,4206652,916,17219.8444
SC,Herval d'Oeste,4206702,1035,16802.1978
SC,Ibiam,4206751,619,9721.629
SC,Ibicaré,4206801,741,12257.6926
SC,Ibirama,4206900,1169,20855.9989
SC,Içara,4207007,2307,19345.9005
SC,Ilhota,4207106,818,17324.4673
SC,Imaruí,4207205,1960,35205.8622
SC,Imbituba,4207304,210,4183.3098
SC,Imbuia,4207403,928,11409.0263
SC,Indaial,4207502,939,20333.969
SC,Iomerê,4207577,654,10158.64
SC,Ipira,4207601,921,13288.5929
SC,Iporã do Oeste,4207650,1532,29364.6116
SC,Ipuaçu,4207684,748,14742.359
SC,Ipumirim,4207700,1554,21732.727
SC,Iraceminha,4207759,1380,16431.8786
SC,Irani,4207809,1024,26956.4266
SC,Irati,4207858,537,7413.6167
SC,Irineópolis,4207908,1937,41903.9554
SC,Itá,4208005,1034,21526.6671
SC,Itaiópolis,4208104,4085,98120.5134
SC,Itajaí,4208203,566,12712.0732
SC,Itapema,4208302,184,2255.9673
SC,Itapiranga,4208401,2400,24946.2065
SC,Itapoá,4208450,167,15707.7512
SC,Ituporanga,4208500,2358,27854.1024
SC,Jaborá,4208609,968,16003.0957
SC,Jacinto Machado,4208708,2245,31464.4076
SC,Jaguaruna,4208807,1499,18354.9271
SC,Jaraguá do Sul,4208906,2598,36985.7912
SC,Jardinópolis,4208955,434,6315.7069
SC,Joaçaba,4209003,1071,17054.2367
SC,Joinville,4209102,2640,62776.3759
SC,José Boiteux,4209151,752,23695.2449
SC,Jupiá,4209177,508,7201.5633
SC,Lacerdópolis,4209201,352,6156.5365
SC,Lages,4209300,1946,207643.9222
SC,Laguna,4209409,1007,13403.6471
SC,Lajeado Grande,4209458,425,5672.726
SC,Laurentino,4209508,646,6917.7676
SC,Lauro Muller,4209607,1272,16016.8905
SC,Lebon Régis,4209706,1026,75706.1933
SC,Leoberto Leal,4209805,867,22400.9513
SC,Lindóia do Sul,4209854,1110,16976.9086
SC,Lontras,4209904,984,14807.9212
SC,Luiz Alves,4210001,1165,20225.1464
SC,Luzerna,4210035,634,9722.8101
SC,Macieira,4210050,551,18115.7231
SC,Mafra,4210100,5338,114068.0105
SC,Major Gercino,4210209,592,16624.7997
SC,Major Vieira,4210308,2133,41772.0444
SC,Maracajá,4210407,579,4622.9626
SC,Maravilha,4210506,1642,14430.3738
SC,Marema,4210555,731,9398.5377
SC,Massaranduba,4210605,2462,30197.086
SC,Matos Costa,4210704,414,28675.7159
SC,Meleiro,4210803,1838,17897.3271
SC,Mirim Doce,4210852,648,29378.7834
SC,Modelo,4210902,712,8000.9415
SC,Mondaí,4211009,1570,16411.2395
SC,Monte Carlo,4211058,353,17502.3344
SC,Monte Castelo,4211108,932,39536.1977
SC,Morro da Fumaça,4211207,692,5484.089
SC,Morro Grande,4211256,996,17958.9231
SC,Navegantes,4211306,350,6290.6779
SC,Nova Erechim,4211405,505,5339.0568
SC,Nova Itaberaba,4211454,875,11435.711
SC,Nova Trento,4211504,673,15452.9691
SC,Nova Veneza,4211603,1838,22722.8701
SC,Novo Horizonte,4211652,792,13384.5064
SC,Orleans,4211702,2282,34081.6094
SC,Otacílio Costa,4211751,779,78355.5223
SC,Ouro,4211801,1108,19596.0472
SC,Ouro Verde,4211850,747,16626.5042
SC,Paial,4211876,538,7754.8549
SC,Painel,4211892,762,65670.2419
SC,Palhoça,4211900,285,91308.1292
SC,Palma Sola,4212007,1176,27687.9382
SC,Palmeira,4212056,704,23859.5513
SC,Palmitos,4212106,2674,29469.472
SC,Papanduva,4212205,2494,61492.6873
SC,Paraíso,4212239,1148,16439.0679
SC,Passo de Torres,4212254,251,2881.5648
SC,Passos Maia,4212270,524,51510.4478
SC,Paulo Lopes,4212304,292,15924.0187
SC,Pedras Grandes,4212403,1005,12127.1157
SC,Penha,4212502,89,2261.1495
SC,Peritiba,4212601,670,8632.1166
SC,Petrolândia,4212700,1487,20067.3609
SC,Pinhalzinho,4212908,1019,11521.0311
SC,Pinheiro Preto,4213005,383,5473.1951
SC,Piratuba,4213104,683,17910.5058
SC,Planalto Alegre,4213153,432,5491.6869
SC,Pomerode,4213203,1487,12918.3306
SC,Ponte Alta,4213302,665,44653.0476
SC,Ponte Alta do Norte,4213351,192,30421.4225
SC,Ponte Serrada,4213401,690,45691.4005
SC,Porto Belo,4213500,120,2865.4329
SC,Porto União,4213609,2125,67310.0058
SC,Pouso Redondo,4213708,1938,30495.824
SC,Praia Grande,4213807,840,12408.4769
SC,Presidente Castello Branco,4213906,449,6047.7733
SC,Presidente Getúlio,4214003,1273,21361.267
SC,Presidente Nereu,4214102,469,15881.5243
SC,Princesa,4214151,746,8246.4609
SC,Quilombo,4214201,1797,24937.4898
SC,Rancho Queimado,4214300,648,22338.883
SC,Rio das Antas,4214409,956,25130.385
SC,Rio do Campo,4214508,1353,38515.4804
SC,Rio do Oeste,4214607,1463,23122.189
SC,Rio dos Cedros,4214706,1195,43404.8381
SC,Rio do Sul,4214805,1476,18396.2873
SC,Rio Fortuna,4214904,1374,26327.3053
SC,Rio Negrinho,4215000,1368,77542.633
SC,Rio Rufino,4215059,495,20638.879
SC,Riqueza,4215075,1356,17534.2125
SC,Rodeio,4215109,778,9424.4295
SC,Romelândia,4215208,1468,20921.2669
SC,Salete,4215307,893,14624.3868
SC,Saltinho,4215356,891,14516.1436
SC,Salto Veloso,4215406,458,9367.7223
SC,Sangão,4215455,609,5337.1289
SC,Santa Cecília,4215505,676,111290.4667
SC,Santa Helena,4215554,592,7721.5768
SC,Santa Rosa de Lima,4215604,784,16666.1586
SC,Santa Rosa do Sul,4215653,1181,9083.917
SC,Santa Terezinha,4215679,1876,60325.9774
SC,Santa Terezinha do Progresso,4215687,836,9979.8818
SC,Santiago do Sul,4215695,444,7027.5282
SC,Santo Amaro da Imperatriz,4215703,1060,11071.4935
SC,São Bento do Sul,4215802,1515,31900.9477
SC,São Bernardino,4215752,595,12018.4286
SC,São Bonifácio,4215901,1163,27571.0598
SC,São Carlos,4216008,1435,14223.5019
SC,São Cristovão do Sul,4216057,350,35637.6515
SC,São Domingos,4216107,1798,34631.7671
SC,São Francisco do Sul,4216206,488,24531.5072
SC,São João Batista,4216305,302,5256.6162
SC,São João do Itaperiú,4216354,605,11251.4786
SC,São João do Oeste,4216255,1394,15295.0201
SC,São João do Sul,4216404,1173,12768.8293
SC,São Joaquim,4216503,2546,149505.8609
SC,São José,4216602,210,2323.6954
SC,São José do Cedro,4216701,2264,26460.5335
SC,São José do Cerrito,4216800,2517,66541.6048
SC,São Lourenço do Oeste,4216909,1937,30913.06
SC,São Ludgero,4217006,742,8025.2813
SC,São Martinho,4217105,1007,19395.4231
SC,São Miguel da Boa Vista,4217154,594,6273.1563
SC,São Miguel do Oeste,4217204,1716,19236.9814
SC,São Pedro de Alcântara,4217253,828,10137.0963
SC,Saudades,4217303,1749,19102.9269
SC,Schroeder,4217402,732,11448.2435
SC,Seara,4217501,2141,28529.5244
SC,Serra Alta,4217550,725,8072.6522
SC,Siderópolis,4217600,1283,22434.3383
SC,Sombrio,4217709,1197,10585.6197
SC,Sul Brasil,4217758,771,9917.8179
SC,Taió,4217808,2028,57641.3169
SC,Tangará,4217907,1507,33855.7631
SC,Tigrinhos,4217956,543,5007.3317
SC,Tijucas,4218004,456,12867.3324
SC,Timbé do Sul,4218103,1181,17501.9322
SC,Timbó,4218202,617,6545.6363
SC,Timbó Grande,4218251,685,48497.4402
SC,Três Barras,4218301,784,22732.5268
SC,Treviso,4218350,911,10050.8336
SC,Treze de Maio,4218400,1539,13602.1301
SC,Treze Tílias,4218509,661,13615.8207
SC,Trombudo Central,4218608,565,8294.3947
SC,Tubarão,4218707,1894,19192.7293
SC,Tunápolis,4218756,1112,11988.8723
SC,Turvo,4218806,2016,20803.164
SC,União do Oeste,4218855,689,7864.0985
SC,Urubici,4218905,1654,85630.4272
SC,Urupema,4218954,509,28290.6311
SC,Urussanga,4219002,1963,19039.0286
SC,Vargeão,4219101,572,13181.263
SC,Vargem,4219150,814,28013.9286
SC,Vargem Bonita,4219176,418,25474.0168
SC,Vidal Ramos,4219200,1175,26748.9339
SC,Videira,4219309,1599,30710.1919
SC,Vitor Meireles,4219358,933,26207.6439
SC,Witmarsum,4219408,759,13377.8708
SC,Xanxerê,4219507,1597,28490.9853
SC,Xavantina,4219606,1280,18952.0291
SC,Xaxim,4219705,1667,24520.1631
SC,Zortéa,4219853,337,13311.9494
SE,Amparo de São Francisco,2800100,20,1930.2615
SE,Aquidabã,2800209,1009,63358.4779
SE,Aracaju,2800308,52,552.936
SE,Arauá,2800407,523,13862.7513
SE,Areia Branca,2800506,208,8923.7066
SE,Barra dos Coqueiros,2800605,149,2748.6721
SE,Boquim,2800670,1039,13365.2822
SE,Brejo Grande,2800704,164,5089.1475
SE,Campo do Brito,2801009,1268,10979.7147
SE,Canhoba,2801108,256,11203.1733
SE,Canindé de São Francisco,2801207,283,45110.892
SE,Capela,2801306,550,33073.4701
SE,Carira,2801405,939,46397.2583
SE,Carmópolis,2801504,48,2968.2376
SE,Cedro de São João,2801603,256,4785.473
SE,Cristinápolis,2801702,478,13197.4308
SE,Cumbe,2801900,244,9375.8175
SE,Divina Pastora,2802007,52,7561.7915
SE,Estância,2802106,848,31406.1474
SE,Feira Nova,2802205,152,8796.6065
SE,Frei Paulo,2802304,522,28247.4942
SE,Gararu,2802403,1418,36629.2466
SE,General Maynard,2802502,30,991.2863
SE,Gracho Cardoso,2802601,461,16230.8939
SE,Ilha das Flores,2802700,34,811.8322
SE,Indiaroba,2802809,388,14889.7678
SE,Itabaiana,2802908,2239,17483.5237
SE,Itabaianinha,2803005,1481,24629.5264
SE,Itabi,2803104,590,14020.0602
SE,Itaporanga d'Ajuda,2803203,585,48033.6419
SE,Japaratuba,2803302,728,24533.9782
SE,Japoatã,2803401,983,21330.229
SE,Lagarto,2803500,3063,61172.5422
SE,Laranjeiras,2803609,83,11853.6222
SE,Macambira,2803708,461,14173.6719
SE,Malhada dos Bois,2803807,76,3309.7517
SE,Malhador,2803906,423,8708.0374
SE,Maruim,2804003,55,5669.832
SE,Moita Bonita,2804102,1176,4706.1502
SE,Monte Alegre de Sergipe,2804201,800,24973.5949
SE,Muribeca,2804300,107,4882.6898
SE,Neópolis,2804409,250,25026.8582
SE,Nossa Senhora Aparecida,2804458,685,16287.1163
SE,Nossa Senhora da Glória,2804508,1145,42409.8094
SE,Nossa Senhora das Dores,2804607,878,36564.9874
SE,Nossa Senhora de Lourdes,2804706,155,3537.8985
SE,Nossa Senhora do Socorro,2804805,89,5931.0648
SE,Pacatuba,2804904,761,15266.5605
SE,Pedra Mole,2805000,180,5805.7493
SE,Pedrinhas,2805109,162,2137.6592
SE,Pinhão,2805208,358,11374.3724
SE,Pirambu,2805307,369,12901.4079
SE,Poço Redondo,2805406,551,65242.6219
SE,Poço Verde,2805505,2281,27664.038
SE,Porto da Folha,2805604,2465,51112.4108
SE,Propriá,2805703,65,8248.2312
SE,Riachão do Dantas,2805802,1524,28088.7158
SE,Riachuelo,2805901,34,4502.7678
SE,Ribeirópolis,2806008,555,12762.2082
SE,Rosário do Catete,2806107,56,6807.4278
SE,Salgado,2806206,1751,15372.2966
SE,Santa Luzia do Itanhy,2806305,550,20064.1668
SE,Santana do São Francisco,2806404,59,1478.1108
SE,Santa Rosa de Lima,2806503,42,2929.3276
SE,Santo Amaro das Brotas,2806602,321,12333.3445
SE,São Cristóvão,2806701,627,21360.9107
SE,São Domingos,2806800,1094,4549.9752
SE,São Francisco,2806909,60,4763.3656
SE,São Miguel do Aleixo,2807006,145,6718.124
SE,Simão Dias,2807105,2983,36519.8978
SE,Siriri,2807204,130,7869.61
SE,Telha,2807303,65,3196.8291
SE,Tobias Barreto,2807402,4150,72125.5315
SE,Tomar do Geru,2807501,713,12174.5478
SE,Umbaúba,2807600,402,7787.3975
SP,Adamantina,3500105,807,37600.1052
SP,Adolfo,3500204,125,15007.6348
SP,Aguaí,3500303,764,41566.635
SP,Águas da Prata,3500402,267,10734.688
SP,Águas de Lindóia,3500501,226,3801.6833
SP,Águas de Santa Bárbara,3500550,409,27047.2316
SP,Águas de São Pedro,3500600,1,74.1932
SP,Agudos,3500709,438,97415.866
SP,Alambari,3500758,198,10578.9421
SP,Alfredo Marcondes,3500808,496,11174.5063
SP,Altair,3500907,182,32334.9995
SP,Altinópolis,3501004,654,85012.979
SP,Alto Alegre,3501103,874,29222.0504
SP,Alumínio,3501152,54,1943.2088
SP,Álvares Florence,3501202,873,32760.1952
SP,Álvares Machado,3501301,991,28528.8009
SP,Álvaro de Carvalho,3501400,118,13555.9943
SP,Alvinlândia,3501509,139,8030.238
SP,Americana,3501608,44,3910.6704
SP,Américo Brasiliense,3501707,49,13141.7446
SP,Américo de Campos,3501806,482,18655.1982
SP,Amparo,3501905,957,35685.0153
SP,Analândia,3502002,239,31768.4864
SP,Andradina,3502101,883,86354.0767
SP,Angatuba,3502200,1434,84507.7376
SP,Anhembi,3502309,551,60628.871
SP,Anhumas,3502408,428,28990.6709
SP,Aparecida,3502507,138,8539.5077
SP,Aparecida d'Oeste,3502606,452,15321.2668
SP,Apiaí,3502705,771,58484.4731
SP,Araçariguama,3502754,113,3439.673
SP,Araçatuba,3502804,926,158838.1264
SP,Araçoiaba da Serra,3502903,470,16521.0902
SP,Aramina,3503000,252,10734.6595
SP,Arandu,3503109,298,13662.163
SP,Arapeí,3503158,61,10808.3812
SP,Araraquara,3503208,721,79537.0213
SP,Araras,3503307,904,56270.1033
SP,Arco-Íris,3503356,342,22055.3325
SP,Arealva,3503406,1240,46052.3313
SP,Areias,3503505,141,21596.1131
SP,Areiópolis,3503604,157,7962.742
SP,Ariranha,3503703,286,12683.6801
SP,Artur Nogueira,3503802,1081,14507.5478
SP,Arujá,3503901,206,1760.9015
SP,Aspásia,3503950,269,6656.3717
SP,Assis,3504008,799,33549.9458
SP,Atibaia,3504107,971,20742.7997
SP,Auriflama,3504206,561,37616.8906
SP,Avaí,3504305,405,43064.8509
SP,Avanhandava,3504404,274,27057.9286
SP,Avaré,3504503,849,96921.0391
SP,Bady Bassitt,3504602,341,8337.0815
SP,Balbinos,3504701,75,9428.1322
SP,Bálsamo,3504800,272,13045.1936
SP,Bananal,3504909,328,36862.8291
SP,Barão de Antonina,3505005,268,9997.17
SP,Barbosa,3505104,179,13909.0731
SP,Bariri,3505203,955,38221.591
SP,Barra Bonita,3505302,243,43864.2826
SP,Barra do Chapéu,3505351,436,21851.4117
SP,Barra do Turvo,3505401,821,102003.6907
SP,Barretos,3505500,1405,138475.7839
SP,Barrinha,3505609,71,5176.3572
SP,Barueri,3505708,1,81.2997
SP,Bastos,3505807,476,17233.5962
SP,Batatais,3505906,991,75742.1102
SP,Bauru,3506003,858,47171.5031
SP,Bebedouro,3506102,929,60097.3466
SP,Bento de Abreu,3506201,104,29502.7
SP,Bernardino de Campos,3506300,440,22977.5869
SP,Bertioga,3506359,183,19692.1079
SP,Bilac,3506409,401,13871.827
SP,Birigui,3506508,902,41132.7577
SP,Biritiba-Mirim,3506607,584,15250.3738
SP,Boa Esperança do Sul,3506706,321,61392.1865
SP,Bocaina,3506805,265,31673.5956
SP,Bofete,3506904,1123,49480.5694
SP,Boituva,3507001,740,16197.4328
SP,Bom Jesus dos Perdões,3507100,164,4302.5369
SP,Bom Sucesso de Itararé,3507159,129,11703.7361
SP,Borá,3507209,78,13274.4532
SP,Boracéia,3507308,166,16910.4623
SP,Borborema,3507407,1074,49833.8248
SP,Borebi,3507456,112,25603.878
SP,Botucatu,3507506,1198,126379.8303
SP,Bragança Paulista,3507605,1357,32793.8936
SP,Braúna,3507704,346,17588.5944
SP,Brejo Alegre,3507753,100,9134.3863
SP,Brodowski,3507803,400,22604.5446
SP,Brotas,3507902,891,99237.0957
SP,Buri,3508009,621,91283.3006
SP,Buritama,3508108,535,46589.3951
SP,Buritizal,3508207,378,22586.2944
SP,Cabrália Paulista,3508306,193,21052.1442
SP,Cabreúva,3508405,290,14227.544
SP,Caçapava,3508504,536,21585.7127
SP,Cachoeira Paulista,3508603,366,20070.1042
SP,Caconde,3508702,2026,42566.249
SP,Cafelândia,3508801,622,81429.0731
SP,Caiabu,3508900,404,18873.1567
SP,Caieiras,3509007,20,6202.1859
SP,Caiuá,3509106,333,53325.3874
SP,Cajamar,3509205,56,6983.1647
SP,Cajati,3509254,607,23919.6757
SP,Cajobi,3509304,355,17527.1396
SP,Cajuru,3509403,889,58694.521
SP,Campina do Monte Alegre,3509452,213,13959.3167
SP,Campinas,3509502,1411,36737.2928
SP,Campo Limpo Paulista,3509601,45,874.352
SP,Campos do Jordão,3509700,84,5884.1443
SP,Campos Novos Paulista,3509809,470,43372.1912
SP,Cananéia,3509908,298,52392.969
SP,Canas,3509957,44,3217.8409
SP,Cândido Mota,3510005,1430,55228.8533
SP,Cândido Rodrigues,3510104,270,5674.044
SP,Canitar,3510153,47,4846.6059
SP,Capão Bonito,3510203,1420,96081.7696
SP,Capela do Alto,3510302,694,11911.2685
SP,Capivari,3510401,633,27565.1331
SP,Caraguatatuba,3510500,155,15277.4154
SP,Cardoso,3510708,583,47063.0766
SP,Casa Branca,3510807,746,82917.8324
SP,Cássia dos Coqueiros,3510906,392,15370.0395
SP,Castilho,3511003,522,82797.501
SP,Catanduva,3511102,452,24637.4798
SP,Catiguá,3511201,184,13706.4483
SP,Cedral,3511300,472,17037.2538
SP,Cerqueira César,3511409,724,45600.5156
SP,Cerquilho,3511508,543,8441.8251
SP,Cesário Lange,3511607,802,13958.6108
SP,Charqueada,3511706,511,16224.0235
SP,Chavantes,3557204,98,14038.7164
SP,Clementina,3511904,330,14630.7169
SP,Colina,3512001,327,45192.8681
SP,Colômbia,3512100,248,65925.5783
SP,Conchal,3512209,742,16622.2143
SP,Conchas,3512308,960,38876.9009
SP,Cordeirópolis,3512407,352,8873.5456
SP,Coroados,3512506,450,22897.7547
SP,Coronel Macedo,3512605,373,27851.7506
SP,Corumbataí,3512704,626,23038.087
SP,Cosmópolis,3512803,317,13033.0863
SP,Cosmorama,3512902,981,40386.2558
SP,Cotia,3513009,392,3646.048
SP,Cravinhos,3513108,399,29077.9275
SP,Cristais Paulista,3513207,552,33913.5132
SP,Cruzália,3513306,261,11995.3065
SP,Cruzeiro,3513405,435,26396.8603
SP,Cubatão,3513504,7,364.4261
SP,Cunha,3513603,3029,101788.0905
SP,Descalvado,3513702,916,71048.0417
SP,Diadema,3513801,3,0.8314
SP,Dirce Reis,3513850,210,9253.4504
SP,Divinolândia,3513900,1231,19042.3112
SP,Dobrada,3514007,107,14820.3104
SP,Dois Córregos,3514106,958,52374.5072
SP,Dolcinópolis,3514205,182,7193.0656
SP,Dourado,3514304,227,20371.4986
SP,Dracena,3514403,935,40818.2066
SP,Duartina,3514502,444,23946.8199
SP,Dumont,3514601,305,10654.48
SP,Echaporã,3514700,366,45150.0213
SP,Eldorado,3514809,1089,135411.6086
SP,Elias Fausto,3514908,551,350560.3581
SP,Elisiário,3514924,118,9344.1659
SP,Embaúba,3514957,248,8231.4844
SP,Embu,3515004,28,251.9969
SP,Embu-Guaçu,3515103,178,3268.3852
SP,Emilianópolis,3515129,313,19828.2486
SP,Engenheiro Coelho,3515152,411,8883.6174
SP,Espírito Santo do Pinhal,3515186,759,35408.586
SP,Espírito Santo do Turvo,3515194,157,17331.0848
SP,Estiva Gerbi,3557303,181,6919.8976
SP,Estrela d'Oeste,3515202,519,25530.4104
SP,Estrela do Norte,3515301,181,22732.7185
SP,Euclides da Cunha Paulista,3515350,154,40167.9423
SP,Fartura,3515400,1089,29708.4835
SP,Fernandópolis,3515509,925,44590.5034
SP,Fernando Prestes,3515608,627,15484.7389
SP,Fernão,3515657,277,8314.4686
SP,Ferraz de Vasconcelos,3515707,16,202.7836
SP,Flora Rica,3515806,238,23183.1649
SP,Floreal,3515905,327,17609.4959
SP,Flórida Paulista,3516002,715,43653.5054
SP,Florínia,3516101,213,17670.1151
SP,Franca,3516200,900,41697.7036
SP,Francisco Morato,3516309,30,273.4858
SP,Franco da Rocha,3516408,69,2816.6144
SP,Gabriel Monteiro,3516507,288,13940.2061
SP,Gália,3516606,336,33680.9212
SP,Garça,3516705,643,49697.2874
SP,Gastão Vidigal,3516804,303,15302.6285
SP,Gavião Peixoto,3516853,189,20002.1701
SP,General Salgado,3516903,557,42332.8157
SP,Getulina,3517000,514,61781.0465
SP,Glicério,3517109,368,22350.1652
SP,Guaiçara,3517208,341,23110.6467
SP,Guaimbê,3517307,231,20244.2486
SP,Guaíra,3517406,972,114134.1391
SP,Guapiaçu,3517505,554,27584.7042
SP,Guapiara,3517604,1408,32032.4139
SP,Guará,3517703,416,30820.1347
SP,Guaraçaí,3517802,530,55209.5865
SP,Guaraci,3517901,323,54419.1075
