sigla,nome_munic,geocodig_m,imoveis_car,area_car
MG,Bocaiúva,3107307,2971,203933.3367
MG,Bom Despacho,3107406,1726,102263.8737
MG,Bom Jardim de Minas,3107505,608,29436.7106
MG,Bom Jesus da Penha,3107604,728,16503.5944
MG,Bom Jesus do Amparo,3107703,328,14987.0235
MG,Bom Jesus do Galho,3107802,924,37260.0266
MG,Bom Repouso,3107901,1238,17301.6823
MG,Bom Sucesso,3108008,1022,55767.2969
MG,Bonfim,3108107,1775,21117.474
MG,Bonfinópolis de Minas,3108206,567,148154.74
MG,Bonito de Minas,3108255,1524,315297.9418
MG,Borda da Mata,3108305,1168,20694.8676
MG,Botelhos,3108404,1210,25119.9384
MG,Botumirim,3108503,943,82798.0885
MG,Brasilândia de Minas,3108552,519,228385.6785
MG,Brasília de Minas,3108602,2387,112010.3193
MG,Brasópolis,3108909,1421,24659.2476
MG,Brás Pires,3108701,614,14485.7332
MG,Braúnas,3108800,466,25452.2245
MG,Brumadinho,3109006,867,32374.6146
MG,Bueno Brandão,3109105,1952,26786.8966
MG,Buenópolis,3109204,748,77191.8358
MG,Bugre,3109253,317,7482.0541
MG,Buritis,3109303,1275,443070.3841
MG,Buritizeiro,3109402,810,636395.3474
MG,Cabeceira Grande,3109451,555,84371.7092
MG,Cabo Verde,3109501,1381,26438.3796
MG,Cachoeira da Prata,3109600,42,3765.1288
MG,Cachoeira de Minas,3109709,1418,25778.0778
MG,Cachoeira de Pajeú,3102704,376,26373.9552
MG,Cachoeira Dourada,3109808,109,15630.2076
MG,Caetanópolis,3109907,165,8880.116
MG,Caeté,3110004,820,32304.2376
MG,Caiana,3110103,526,8150.5731
MG,Cajuri,3110202,344,5549.5382
MG,Caldas,3110301,2399,58844.5802
MG,Camacho,3110400,538,15979.7213
MG,Camanducaia,3110509,1416,35933.9477
MG,Cambuí,3110608,1611,17305.845
MG,Cambuquira,3110707,556,20174.6302
MG,Campanário,3110806,171,27905.7305
MG,Campanha,3110905,785,23202.2322
MG,Campestre,3111002,3389,48571.8642
MG,Campina Verde,3111101,2332,330312.0685
MG,Campo Azul,3111150,487,33938.8114
MG,Campo Belo,3111200,1205,36694.8019
MG,Campo do Meio,3111309,601,13071.2576
MG,Campo Florido,3111408,508,121992.7441
MG,Campos Altos,3111507,604,64353.1407
MG,Campos Gerais,3111606,2968,54535.8481
MG,Canaã,3111705,766,13554.6117
MG,Canápolis,3111804,462,81979.4141
MG,Cana Verde,3111903,607,16056.5239
MG,Candeias,3112000,1765,59454.3106
MG,Cantagalo,3112059,135,7407.7822
MG,Caparaó,3112109,587,8516.0647
MG,Capela Nova,3112208,413,6517.3759
MG,Capelinha,3112307,1774,68427.6072
MG,Capetinga,3112406,583,23666.4018
MG,Capim Branco,3112505,179,6271.5424
MG,Capinópolis,3112604,353,54405.0025
MG,Capitão Andrade,3112653,414,15635.9965
MG,Capitão Enéas,3112703,486,66992.5394
MG,Capitólio,3112802,1013,36035.7662
MG,Caputira,3112901,612,13556.2259
MG,Caraí,3113008,1182,72699.0499
MG,Caranaíba,3113107,270,7251.248
MG,Carandaí,3113206,1109,37673.8158
MG,Carangola,3113305,1253,23720.4355
MG,Caratinga,3113404,2063,80993.3336
MG,Carbonita,3113503,735,94235.1432
MG,Careaçu,3113602,470,13528.2889
MG,Carlos Chagas,3113701,1275,266166.6524
MG,Carmésia,3113800,67,8198.5801
MG,Carmo da Cachoeira,3113909,740,38621.4531
MG,Carmo da Mata,3114006,671,23038.6646
MG,Carmo de Minas,3114105,395,21679.4368
MG,Carmo do Cajuru,3114204,1455,35346.9978
MG,Carmo do Paranaíba,3114303,2086,106531.4194
MG,Carmo do Rio Claro,3114402,2323,69212.4062
MG,Carmópolis de Minas,3114501,1080,26941.7106
MG,Carneirinho,3114550,1244,180537.6132
MG,Carrancas,3114600,617,58088.0685
MG,Carvalhópolis,3114709,599,6744.3329
MG,Carvalhos,3114808,509,19343.8808
MG,Casa Grande,3114907,490,12425.7601
MG,Cascalho Rico,3115003,469,22893.9391
MG,Cássia,3115102,1011,53213.0192
MG,Cataguases,3115300,1238,35742.5625
MG,Catas Altas,3115359,203,14466.222
MG,Catas Altas da Noruega,3115409,301,8329.7019
MG,Catuji,3115458,320,19183.2928
MG,Catuti,3115474,755,23047.5414
MG,Caxambu,3115508,203,8491.0017
MG,Cedro do Abaeté,3115607,108,15895.1282
MG,Central de Minas,3115706,322,14619.4265
MG,Centralina,3115805,311,30514.6491
MG,Chácara,3115904,228,9553.0037
MG,Chalé,3116001,563,14982.4391
MG,Chapada do Norte,3116100,750,26211.7359
MG,Chapada Gaúcha,3116159,1111,208581.1627
MG,Chiador,3116209,298,14082.1222
MG,Cipotânea,3116308,770,8747.4454
MG,Claraval,3116407,699,17251.4482
MG,Claro dos Poções,3116506,866,54663.8945
MG,Cláudio,3116605,1552,42279.7402
MG,Coimbra,3116704,625,8839.2731
MG,Coluna,3116803,383,16099.1283
MG,Comendador Gomes,3116902,526,89206.1702
MG,Comercinho,3117009,968,44292.6887
MG,Conceição da Aparecida,3117108,1643,29070.0679
MG,Conceição da Barra de Minas,3115201,451,22573.271
MG,Conceição das Alagoas,3117306,1086,135847.1734
MG,Conceição das Pedras,3117207,451,8382.5287
MG,Conceição de Ipanema,3117405,719,17229.8422
MG,Conceição do Mato Dentro,3117504,863,75957.2588
MG,Conceição do Pará,3117603,486,14262.084
MG,Conceição do Rio Verde,3117702,642,32175.3569
MG,Conceição dos Ouros,3117801,641,13314.2279
MG,Cônego Marinho,3117836,1083,95814.4191
MG,Confins,3117876,65,3129.8165
MG,Congonhal,3117900,1025,13124.6361
MG,Congonhas,3118007,402,14366.0003
MG,Congonhas do Norte,3118106,441,25603.3674
MG,Conquista,3118205,466,50538.3601
MG,Conselheiro Lafaiete,3118304,730,19007.2765
MG,Conselheiro Pena,3118403,1153,67692.3267
MG,Consolação,3118502,294,6897.9675
MG,Contagem,3118601,385,5499.2613
MG,Coqueiral,3118700,973,22509.7956
MG,Coração de Jesus,3118809,2973,143880.7634
MG,Cordisburgo,3118908,504,58828.8071
MG,Cordislândia,3119005,315,14671.371
MG,Corinto,3119104,697,152247.0761
MG,Coroaci,3119203,763,42822.582
MG,Coromandel,3119302,2591,273728.8749
MG,Coronel Fabriciano,3119401,141,8564.4439
MG,Coronel Murta,3119500,555,44820.8693
MG,Coronel Pacheco,3119609,144,10647.6568
MG,Coronel Xavier Chaves,3119708,381,10238.7331
MG,Córrego Danta,3119807,856,47421.6351
MG,Córrego do Bom Jesus,3119906,831,10040.9859
MG,Córrego Fundo,3119955,482,7060.7597
MG,Córrego Novo,3120003,217,15259.5467
MG,Couto de Magalhães de Minas,3120102,94,25959.8888
MG,Crisólita,3120151,480,60452.2437
MG,Cristais,3120201,1200,42968.9562
MG,Cristália,3120300,653,45628.8922
MG,Cristiano Otoni,3120409,276,14927.8943
MG,Cristina,3120508,937,21160.3083
MG,Crucilândia,3120607,980,14024.2584
MG,Cruzeiro da Fortaleza,3120706,321,15461.2977
MG,Cruzília,3120805,822,41677.1074
MG,Cuparaque,3120839,252,15445.2448
MG,Curral de Dentro,3120870,282,41959.948
MG,Curvelo,3120904,1586,234356.7441
MG,Datas,3121001,310,15992.3418
MG,Delfim Moreira,3121100,904,26659.551
MG,Delfinópolis,3121209,991,82237.6677
MG,Delta,3121258,84,7647.0171
MG,Descoberto,3121308,597,17402.5343
MG,Desterro de Entre Rios,3121407,1200,26653.0915
MG,Desterro do Melo,3121506,652,9942.13
MG,Diamantina,3121605,1770,229988.9584
MG,Diogo de Vasconcelos,3121704,241,6669.3771
MG,Dionísio,3121803,474,34116.9362
MG,Divinésia,3121902,333,8435.0335
MG,Divino,3122009,1918,23729.6713
MG,Divino das Laranjeiras,3122108,236,20157.9224
MG,Divinolândia de Minas,3122207,135,7552.9807
MG,Divinópolis,3122306,2023,45841.5434
MG,Divisa Alegre,3122355,71,3436.7541
MG,Divisa Nova,3122405,536,16490.8066
MG,Divisópolis,3122454,187,18764.8213
MG,Dom Bosco,3122470,437,57212.9918
MG,Dom Cavati,3122504,186,3885.9873
MG,Dom Joaquim,3122603,165,16769.122
MG,Dom Silvério,3122702,401,17008.8895
MG,Dom Viçoso,3122801,434,6712.1632
MG,Dona Eusébia,3122900,204,4034.3152
MG,Dores de Campos,3123007,243,5446.5332
MG,Dores de Guanhães,3123106,230,20984.0574
MG,Dores do Indaiá,3123205,785,92868.6965
MG,Dores do Turvo,3123304,616,18457.7729
MG,Doresópolis,3123403,227,10834.2031
MG,Douradoquara,3123502,341,20040.6729
MG,Durandé,3123528,795,15997.7834
MG,Elói Mendes,3123601,1951,42605.3879
MG,Engenheiro Caldas,3123700,401,12561.6749
MG,Engenheiro Navarro,3123809,541,40769.8843
MG,Entre Folhas,3123858,264,5397.015
MG,Entre Rios de Minas,3123908,1338,34507.0575
MG,Ervália,3124005,1644,28503.7359
MG,Esmeraldas,3124104,1445,56100.3409
MG,Espera Feliz,3124203,1602,26065.5792
MG,Espinosa,3124302,2531,113216.6948
MG,Espírito Santo do Dourado,3124401,772,15019.8802
MG,Estiva,3124500,1562,17454.8031
MG,Estrela Dalva,3124609,175,11112.9584
MG,Estrela do Indaiá,3124708,375,46866.1152
MG,Estrela do Sul,3124807,839,109980.7222
MG,Eugenópolis,3124906,927,20801.1733
MG,Ewbank da Câmara,3125002,73,7422.1111
MG,Extrema,3125101,1732,14106.8079
MG,Fama,3125200,314,5861.3953
MG,Faria Lemos,3125309,233,11761.048
MG,Felício dos Santos,3125408,351,17920.7924
MG,Felisburgo,3125606,336,37109.1583
MG,Felixlândia,3125705,739,116963.9625
MG,Fernandes Tourinho,3125804,303,10687.307
MG,Ferros,3125903,872,64434.6334
MG,Fervedouro,3125952,908,20537.2045
MG,Florestal,3126000,471,14399.5218
MG,Formiga,3126109,3427,108888.9192
MG,Formoso,3126208,637,253565.8659
MG,Fortaleza de Minas,3126307,553,17175.6406
MG,Fortuna de Minas,3126406,183,12388.8859
MG,Francisco Badaró,3126505,1498,27504.6946
MG,Francisco Dumont,3126604,545,106007.4314
MG,Franciscópolis,3126752,587,56265.5216
MG,Francisco Sá,3126703,1631,147302.3629
MG,Frei Gaspar,3126802,455,45618.0341
MG,Frei Inocêncio,3126901,199,38268.9833
MG,Frei Lagonegro,3126950,240,9426.1897
MG,Fronteira,3127008,204,11881.3265
MG,Fronteira dos Vales,3127057,376,18875.8937
MG,Fruta de Leite,3127073,604,29181.3694
MG,Frutal,3127107,2307,202821.2142
MG,Funilândia,3127206,212,13842.3113
MG,Galiléia,3127305,449,52542.4715
MG,Gameleiras,3127339,1199,123934.7887
MG,Glaucilândia,3127354,652,10999.511
MG,Goiabeira,3127370,152,5943.734
MG,Goianá,3127388,168,9754.3773
MG,Gonçalves,3127404,835,11545.0577
MG,Gonzaga,3127503,125,7028.817
MG,Gouveia,3127602,621,57715.4205
MG,Governador Valadares,3127701,1560,174158.8693
MG,Grão Mogol,3127800,2088,265924.3255
MG,Grupiara,3127909,151,8209.6163
MG,Guanhães,3128006,713,69312.3287
MG,Guapé,3128105,2250,64240.6214
MG,Guaraciaba,3128204,1234,24912.9706
MG,Guaraciama,3128253,1054,35365.9807
MG,Guaranésia,3128303,591,22503.5393
MG,Guarani,3128402,569,21596.6018
MG,Guarará,3128501,180,7248.075
MG,Guarda-Mor,3128600,705,179068.7901
MG,Guaxupé,3128709,540,23530.6603
MG,Guidoval,3128808,690,12134.0238
MG,Guimarânia,3128907,761,29759.4184
MG,Guiricema,3129004,1396,21815.2117
MG,Gurinhatã,3129103,1218,176485.9441
MG,Heliodora,3129202,769,13670.4077
MG,Iapu,3129301,698,20829.4818
MG,Ibertioga,3129400,460,25291.741
MG,Ibiá,3129509,1560,245652.9711
MG,Ibiaí,3129608,440,49380.9198
MG,Ibiracatu,3129657,518,14376.781
MG,Ibiraci,3129707,844,41988.3588
MG,Ibirité,3129806,44,1251.7838
MG,Ibitiúra de Minas,3129905,352,4238.271
MG,Ibituruna,3130002,296,13253.35
MG,Icaraí de Minas,3130051,944,39069.0073
MG,Igarapé,3130101,255,4501.8785
MG,Igaratinga,3130200,638,18106.0282
MG,Iguatama,3130309,631,51836.0853
MG,Ijaci,3130408,291,5979.6798
MG,Ilicínea,3130507,1264,29481.0541
MG,Imbé de Minas,3130556,714,13146.7495
MG,Inconfidentes,3130606,1010,12163.8304
MG,Indaiabira,3130655,1004,55347.8252
MG,Indianópolis,3130705,749,62979.8136
MG,Ingaí,3130804,401,25819.5887
MG,Inhapim,3130903,2655,54291.8966
MG,Inhaúma,3131000,219,19886.4308
MG,Inimutaba,3131109,334,33660.4644
MG,Ipaba,3131158,263,3005.2862
MG,Ipanema,3131208,975,32112.664
MG,Ipatinga,3131307,349,13463.882
MG,Ipiaçu,3131406,188,39649.1558
MG,Ipuiúna,3131505,593,22079.1033
MG,Iraí de Minas,3131604,631,26993.3996
MG,Itabira,3131703,1677,90385.7456
MG,Itabirinha,3131802,396,13056.7788
MG,Itabirito,3131901,639,30393.144
MG,Itacambira,3132008,901,106084.8974
MG,Itacarambi,3132107,1015,80635.6787
MG,Itaguara,3132206,1299,30272.7307
MG,Itaipé,3132305,902,30366.4949
MG,Itajubá,3132404,1166,17400.7348
MG,Itamarandiba,3132503,2186,191170.4957
MG,Itamarati de Minas,3132602,295,7840.8678
MG,Itambacuri,3132701,868,86318.706
MG,Itambé do Mato Dentro,3132800,234,21532.2117
MG,Itamogi,3132909,1101,21850.9807
MG,Itamonte,3133006,1256,29684.6873
MG,Itanhandu,3133105,499,11950.1352
MG,Itanhomi,3133204,763,33540.8729
MG,Itaobim,3133303,497,37432.7585
MG,Itapagipe,3133402,1691,148007.0924
MG,Itapecerica,3133501,1637,58501.0438
MG,Itapeva,3133600,845,9072.4078
MG,Itatiaiuçu,3133709,782,18853.8647
MG,Itaú de Minas,3133758,300,13264.7867
MG,Itaúna,3133808,1456,33360.2683
MG,Itaverava,3133907,682,16181.6566
MG,Itinga,3134004,1004,98703.5067
MG,Itueta,3134103,705,31951.8899
MG,Ituiutaba,3134202,1608,233603.8606
MG,Itumirim,3134301,562,18179.2441
MG,Iturama,3134400,1028,121894.9864
MG,Itutinga,3134509,562,39068.9777
MG,Jaboticatubas,3134608,1123,47214.9609
MG,Jacinto,3134707,584,73698.9057
MG,Jacuí,3134806,1754,32292.2384
MG,Jacutinga,3134905,1036,23912.2229
MG,Jaguaraçu,3135001,179,10224.3507
MG,Jaíba,3135050,1030,288246.9058
MG,Jampruca,3135076,294,38123.6085
MG,Janaúba,3135100,1562,166604.6666
MG,Januária,3135209,4542,454582.661
MG,Japaraíba,3135308,426,13004.7115
MG,Japonvar,3135357,980,24757.7068
MG,Jeceaba,3135407,827,17723.3405
MG,Jenipapo de Minas,3135456,628,12289.8782
MG,Jequeri,3135506,1359,36870.9966
MG,Jequitaí,3135605,596,89328.3808
MG,Jequitibá,3135704,365,24299.6345
MG,Jequitinhonha,3135803,872,224070.3392
MG,Jesuânia,3135902,507,12955.0671
MG,Joaíma,3136009,516,97235.2487
MG,Joanésia,3136108,339,12097.6598
MG,João Monlevade,3136207,72,10356.8575
MG,João Pinheiro,3136306,1970,887741.3077
MG,Joaquim Felício,3136405,307,53801.1892
MG,Jordânia,3136504,557,32373.5223
MG,José Gonçalves de Minas,3136520,568,19245.6494
MG,Josenópolis,3136579,649,48085.7817
MG,José Raydan,3136553,260,9134.9831
MG,Juatuba,3136652,118,4507.7417
MG,Juiz de Fora,3136702,1655,84720.7679
MG,Juramento,3136801,372,40686.6984
MG,Juruaia,3136900,1683,18928.8225
MG,Juvenília,3136959,306,83355.7722
MG,Ladainha,3137007,1115,46807.7851
MG,Lagamar,3137106,1234,113182.7491
MG,Lagoa da Prata,3137205,561,39141.872
MG,Lagoa dos Patos,3137304,323,43592.1343
MG,Lagoa Dourada,3137403,1189,30595.9788
MG,Lagoa Formosa,3137502,2074,64739.0724
MG,Lagoa Grande,3137536,467,113121.7546
MG,Lagoa Santa,3137601,269,7559.1892
MG,Lajinha,3137700,1071,29189.006
MG,Lambari,3137809,1550,17240.678
MG,Lamim,3137908,297,7964.7672
MG,Laranjal,3138005,661,14374.3184
MG,Lassance,3138104,493,269050.9438
MG,Lavras,3138203,1590,42896.8099
MG,Leandro Ferreira,3138302,278,19160.4784
MG,Leme do Prado,3138351,250,12528.4538
MG,Leopoldina,3138401,1636,75119.5814
MG,Liberdade,3138500,701,30397.0032
MG,Lima Duarte,3138609,1550,70929.8234
MG,Limeira do Oeste,3138625,786,131069.0447
MG,Lontra,3138658,844,19546.7044
MG,Luisburgo,3138674,974,12073.0879
MG,Luislândia,3138682,783,32402.6311
MG,Luminárias,3138708,651,35234.5582
MG,Luz,3138807,1186,98852.9916
MG,Machacalis,3138906,360,25040.2075
MG,Machado,3139003,1578,47607.605
MG,Madre de Deus de Minas,3139102,632,40768.2174
MG,Malacacheta,3139201,897,36067.2993
MG,Mamonas,3139250,1898,24249.4025
MG,Manga,3139300,899,141824.3548
MG,Manhuaçu,3139409,2866,47732.8067
MG,Manhumirim,3139508,808,15030.468
MG,Mantena,3139607,1361,48259.4001
MG,Maravilhas,3139706,251,17436.2815
MG,Mar de Espanha,3139805,659,28567.1133
MG,Maria da Fé,3139904,856,13272.9473
MG,Mariana,3140001,1228,99079.7001
MG,Marilac,3140100,77,11231.7172
MG,Mário Campos,3140159,90,1034.9956
MG,Maripá de Minas,3140209,216,6504.9193
MG,Marliéria,3140308,280,53127.7129
MG,Marmelópolis,3140407,375,7558.767
MG,Martinho Campos,3140506,1023,85901.6071
MG,Martins Soares,3140530,560,9282.2277
MG,Mata Verde,3140555,205,10020.855
MG,Materlândia,3140605,327,16669.1314
MG,Mateus Leme,3140704,746,15815.645
MG,Mathias Lobato,3171501,69,12593.4747
MG,Matias Barbosa,3140803,148,9778.7961
MG,Matias Cardoso,3140852,460,98991.9298
MG,Matipó,3140902,811,20168.4871
MG,Mato Verde,3141009,1236,28498.344
MG,Matozinhos,3141108,220,19120.0767
MG,Matutina,3141207,524,25486.2183
MG,Medeiros,3141306,643,64051.0871
MG,Medina,3141405,872,89210.1599
MG,Mendes Pimentel,3141504,547,21989.2511
MG,Mercês,3141603,1026,25291.3645
MG,Mesquita,3141702,541,13489.2323
MG,Minas Novas,3141801,2102,186113.9804
MG,Minduri,3141900,237,18905.7809
MG,Mirabela,3142007,990,47972.6246
MG,Miradouro,3142106,1107,23411.2552
MG,Miraí,3142205,684,20687.8845
MG,Miravânia,3142254,379,52817.3001
MG,Moeda,3142304,675,10087.7393
MG,Moema,3142403,405,14794.3241
MG,Monjolos,3142502,219,55257.1461
MG,Monsenhor Paulo,3142601,614,18248.5892
MG,Montalvânia,3142700,782,109323.9886
MG,Monte Alegre de Minas,3142809,1837,221697.8801
MG,Monte Azul,3142908,3105,52465.4215
MG,Monte Belo,3143005,1799,34035.1747
MG,Monte Carmelo,3143104,1817,106532.4491
MG,Monte Formoso,3143153,252,21314.9295
MG,Monte Santo de Minas,3143203,1704,51836.3922
MG,Montes Claros,3143302,6775,229585.9822
MG,Monte Sião,3143401,1173,19317.7631
MG,Montezuma,3143450,922,88389.6967
MG,Morada Nova de Minas,3143500,599,114119.1226
MG,Morro da Garça,3143609,195,35269.2966
MG,Morro do Pilar,3143708,259,15506.6596
MG,Munhoz,3143807,530,12670.4402
MG,Muriaé,3143906,2259,58246.1611
MG,Mutum,3144003,2865,81406.9489
MG,Muzambinho,3144102,2451,33256.0741
MG,Nacip Raydan,3144201,194,14254.0054
MG,Nanuque,3144300,573,118954.8072
MG,Naque,3144359,82,13668.4368
MG,Natalândia,3144375,82,37906.0131
MG,Natércia,3144409,791,13494.0904
MG,Nazareno,3144508,637,26153.2409
MG,Nepomuceno,3144607,2147,49298.7646
MG,Ninheira,3144656,1188,69590.9371
MG,Nova Belém,3144672,414,9769.2244
MG,Nova Era,3144706,272,32020.9355
MG,Nova Lima,3144805,165,37546.1696
MG,Nova Módica,3144904,361,25855.2547
MG,Nova Ponte,3145000,662,217259.0031
MG,Nova Porteirinha,3145059,174,14621.1567
MG,Nova Resende,3145109,3694,33813.3354
MG,Nova Serrana,3145208,467,19100.0407
MG,Nova União,3136603,306,9877.6246
MG,Novo Cruzeiro,3145307,1113,74801.7665
MG,Novo Oriente de Minas,3145356,650,47075.7261
MG,Novorizonte,3145372,474,12545.7422
MG,Olaria,3145406,287,12470.9409
MG,Olhos-d'Água,3145455,786,176539.7314
MG,Olímpio Noronha,3145505,105,3446.1429
MG,Oliveira,3145604,1547,70977.0002
MG,Oliveira Fortes,3145703,259,9250.1861
MG,Onça de Pitangui,3145802,435,17928.0863
MG,Oratórios,3145851,291,7243.1852
MG,Orizânia,3145877,804,6842.6709
MG,Ouro Branco,3145901,309,19960.8433
MG,Ouro Fino,3146008,2342,38796.8657
MG,Ouro Preto,3146107,845,74963.0982
MG,Ouro Verde de Minas,3146206,477,12458.6109
MG,Padre Carvalho,3146255,416,33377.4826
MG,Padre Paraíso,3146305,698,30675.5212
MG,Paineiras,3146404,555,47556.346
MG,Pains,3146503,678,30260.5696
MG,Pai Pedro,3146552,1137,52701.7637
MG,Paiva,3146602,153,4858.1629
MG,Palma,3146701,650,22531.0473
MG,Palmópolis,3146750,573,33834.709
MG,Papagaios,3146909,307,32268.0213
MG,Paracatu,3147006,2200,700973.7811
MG,Pará de Minas,3147105,1380,45685.077
MG,Paraguaçu,3147204,1581,34628.5526
MG,Paraisópolis,3147303,1359,24436.5259
MG,Paraopeba,3147402,515,47944.6722
MG,Passabém,3147501,201,7681.6158
MG,Passa Quatro,3147600,778,19518.1281
MG,Passa Tempo,3147709,1006,28546.6501
MG,Passa-Vinte,3147808,291,15746.8275
MG,Passos,3147907,2392,107426.599
MG,Patis,3147956,546,23153.9649
MG,Patos de Minas,3148004,4213,231156.9369
MG,Patrocínio,3148103,3966,238768.7838
MG,Patrocínio do Muriaé,3148202,340,7886.3879
MG,Paula Cândido,3148301,1058,22272.2675
MG,Paulistas,3148400,138,14880.7448
MG,Pavão,3148509,506,44472.6086
MG,Peçanha,3148608,736,53034.2051
MG,Pedra Azul,3148707,292,83421.6582
MG,Pedra Bonita,3148756,688,9442.7482
MG,Pedra do Anta,3148806,425,12078.3075
MG,Pedra do Indaiá,3148905,963,27315.3877
MG,Pedra Dourada,3149002,229,4227.5059
MG,Pedralva,3149101,1244,17788.7219
MG,Pedras de Maria da Cruz,3149150,806,113535.3903
MG,Pedrinópolis,3149200,320,27099.5398
MG,Pedro Leopoldo,3149309,311,19012.325
MG,Pedro Teixeira,3149408,244,9132.7589
MG,Pequeri,3149507,97,5431.6578
MG,Pequi,3149606,290,15418.2593
MG,Perdigão,3149705,595,17577.1625
MG,Perdizes,3149804,1875,224201.6051
MG,Perdões,3149903,915,20835.8688
MG,Periquito,3149952,152,20099.0057
MG,Pescador,3150000,211,24117.2214
MG,Piau,3150109,410,12030.6183
MG,Piedade de Caratinga,3150158,295,7201.2256
MG,Piedade de Ponte Nova,3150208,138,6805.8221
MG,Piedade do Rio Grande,3150307,701,28708.5998
MG,Piedade dos Gerais,3150406,1168,19849.7813
MG,Pimenta,3150505,735,31048.294
MG,Pingo-d'Água,3150539,36,7497.7019
MG,Pintópolis,3150570,737,81013.9875
MG,Piracema,3150604,1185,19911.5335
MG,Pirajuba,3150703,347,34028.3589
MG,Piranga,3150802,1732,36877.8712
MG,Piranguçu,3150901,853,14121.4912
MG,Piranguinho,3151008,633,9673.0105
MG,Pirapetinga,3151107,387,14862.7045
MG,Pirapora,3151206,341,42994.9013
MG,Piraúba,3151305,730,11508.5853
MG,Pitangui,3151404,375,24698.698
MG,Piumhi,3151503,1424,77383.8167
MG,Planura,3151602,188,26516.6568
MG,Poço Fundo,3151701,2963,40144.8271
MG,Poços de Caldas,3151800,646,38548.4457
MG,Pocrane,3151909,889,39310.1414
MG,Pompéu,3152006,1117,186864.4631
MG,Ponte Nova,3152105,1149,36601.296
MG,Ponto Chique,3152131,294,36219.4018
MG,Ponto dos Volantes,3152170,663,84556.3639
MG,Porteirinha,3152204,4514,114970.8176
MG,Porto Firme,3152303,925,18940.9602
MG,Poté,3152402,999,40297.7971
MG,Pouso Alegre,3152501,2830,36697.0233
MG,Pouso Alto,3152600,970,22216.9312
MG,Prados,3152709,672,16765.5026
MG,Prata,3152808,2407,454856.0103
MG,Pratápolis,3152907,723,17388.5932
MG,Pratinha,3153004,750,51859.2937
MG,Presidente Bernardes,3153103,745,17048.615
MG,Presidente Juscelino,3153202,669,46400.5976
MG,Presidente Kubitschek,3153301,67,6900.4741
MG,Presidente Olegário,3153400,2574,274907.7887
MG,Prudente de Morais,3153608,173,11578.554
MG,Quartel Geral,3153707,345,40650.2363
MG,Queluzito,3153806,470,12486.6193
MG,Raposos,3153905,21,5609.2193
MG,Raul Soares,3154002,1687,54266.5153
MG,Recreio,3154101,542,20329.9137
MG,Reduto,3154150,480,11339.9455
MG,Resende Costa,3154200,1455,45387.4013
MG,Resplendor,3154309,910,72241.8735
MG,Ressaquinha,3154408,540,11904.6992
MG,Riachinho,3154457,589,117065.4555
MG,Riacho dos Machados,3154507,990,82486.5258
MG,Ribeirão das Neves,3154606,130,4600.5583
MG,Ribeirão Vermelho,3154705,169,3207.4261
MG,Rio Acima,3154804,142,8609.3595
MG,Rio Casca,3154903,398,30775.7366
MG,Rio Doce,3155009,233,9386.9199
MG,Rio do Prado,3155108,476,41430.0475
MG,Rio Espera,3155207,786,15401.611
MG,Rio Manso,3155306,1010,15702.8007
MG,Rio Novo,3155405,376,15312.4661
MG,Rio Paranaíba,3155504,1726,123271.9844
MG,Rio Pardo de Minas,3155603,5563,202372.4412
MG,Rio Piracicaba,3155702,806,26354.3132
MG,Rio Pomba,3155801,804,20632.2096
MG,Rio Preto,3155900,516,27814.7158
MG,Rio Vermelho,3156007,944,44991.6308
MG,Ritápolis,3156106,467,28884.3317
MG,Rochedo de Minas,3156205,128,6198.832
MG,Rodeiro,3156304,264,5382.1806
MG,Romaria,3156403,327,33576.9259
MG,Rosário da Limeira,3156452,415,7407.2531
MG,Rubelita,3156502,1060,66526.831
MG,Rubim,3156601,364,57319.4133
MG,Sabará,3156700,553,16648.4044
MG,Sabinópolis,3156809,648,62363.6243
MG,Sacramento,3156908,2331,265785.3272
MG,Salinas,3157005,2450,118615.684
MG,Salto da Divisa,3157104,165,60011.5944
MG,Santa Bárbara,3157203,347,57945.3579
MG,Santa Bárbara do Leste,3157252,526,7555.9841
MG,Santa Bárbara do Monte Verde,3157278,525,31046.699
MG,Santa Bárbara do Tugúrio,3157302,767,14239.7388
MG,Santa Cruz de Minas,3157336,3,87.9231
MG,Santa Cruz de Salinas,3157377,952,47760.7922
MG,Santa Cruz do Escalvado,3157401,793,20405.1665
MG,Santa Efigênia de Minas,3157500,158,6456.4358
MG,Santa Fé de Minas,3157609,364,165274.951
MG,Santa Helena de Minas,3157658,314,16910.6304
MG,Santa Juliana,3157708,785,60147.8698
MG,Santa Luzia,3157807,293,9361.455
MG,Santa Margarida,3157906,1644,19218.7244
MG,Santa Maria de Itabira,3158003,633,43529.2299
MG,Santa Maria do Salto,3158102,384,26775.236
MG,Santa Maria do Suaçuí,3158201,228,21730.8371
MG,Santana da Vargem,3158300,520,12435.1638
MG,Santana de Cataguases,3158409,415,12575.7553
MG,Santana de Pirapama,3158508,1017,58017.1731
MG,Santana do Deserto,3158607,118,13092.4817
MG,Santana do Garambéu,3158706,211,14109.1713
MG,Santana do Jacaré,3158805,130,6535.1018
MG,Santana do Manhuaçu,3158904,842,24372.3741
MG,Santana do Paraíso,3158953,448,13822.7739
MG,Santana do Riacho,3159001,258,28619.1372
MG,Santana dos Montes,3159100,418,11457.0241
